ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_TYPE	FORM	TOKENS	OCCURRENCES	WORD_FORMS	GLOSS_FORMS	PHRASE_EXAMPLE	GLOSS_EXAMPLE	REFERENCES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	CROSSID
1136	Qiang	NOM	NOM	grammar	tɕ	tɕ	3	ɣʐə-tɕ,	able-NOM	ɦɑ-kə ʔile-wu ɦe-dʑe lɑ-hɑn-neʴwu ə-m ɣʐə-tɕ,	INT-thus 2pl-AGT DIR-say DEF:one-kind-all DIR-hear able-NOM	431:5:1 759:6:1 779:2:1	2	A	C	1	1.C.C	2.0	tɕ	1	228
1137	Qiang	NOM	NOM	grammar	əm	ə m	2	keʴl-əm	ask-NOM	keʴl-əm lə ȵi: ŋuə-kəi,	ask-NOM also 3sgREFL COP-NAR	497:0:1 663:1:1	7 4	XN	EM	1	1.E.V 1.M.c	1.5 0.8	əm	0	226
1138	Qiang	NOM	NOM:all	grammar	mə:ʴwu	m əʴ/əː w u	1	dʐə-mə:ʴwu	able-NOM:all	uɬu dʐə-mə:ʴwu meʴʐ-kə tɕhe,”	fast able-NOM:all seek-go want	514:1:1	4 7 6 7	AXBZ	MEWY	1	1.M.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 0.8	məʴ/əːwu	1	230
1139	Qiang	NOM	NOM:all	grammar	meʴwu	m ʴ/e w u	1	dʐə-meʴwu	able-NOM:all	sei dʐə-meʴwu lu tɕhe,	walk able-NOM:all come want	653:1:1	4 7 6 7	AXBZ	MEWY	1	1.M.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 0.8	mʴ/ewu	1	230
1223	Qiang	PART	PART	grammar	tɕu	tɕ u	38	ŋuə-kei-tɕu,	COP-NAR-PART	kɑpətttʂ kou qe:ʴ-qe:ʴ-tu ɦɑlɑ kɑpətʂ kou ŋuə-kei-tɕu,	orphan INDEF:one:CL before-before-LNK INT orphan INDEF:one:CL COP-NAR-PART	58:6:2 59:7:2 60:7:2 65:2:3 67:1:3 68:1:3 77:0:2 81:0:2 85:2:3 88:0:2 93:0:2 96:0:2 100:4:5 112:0:2 116:0:2 119:2:3 128:0:2 134:0:2 177:0:2 188:2:4 203:0:2 210:1:4 213:3:3 216:2:3 217:2:3 218:3:3 222:5:3 225:4:3 278:1:2 286:0:2 291:0:2 304:5:3 311:2:2 433:0:2 460:5:3 1016:0:2 1129:3:2 1185:0:2	2 7	AX	CY	1	1.C.C 1.Y.V	2.0 1.5	tɕu	1	231
1224	Qiang	PART	PART	grammar	stu	s t u	10	e-tʂepe-kəi-stu,	DIR-encounter-NAR-PART	dɑ-qɑ dɑ-qɑ-tu ɦɑlɑ thəl-le:-ȵɑ e-tʂepe-kəi-stu,	DIR-go DIR-go-LNK INT stone.pestle-DEF:CL-COM DIR-encounter-NAR-PART	159:4:3 179:4:3 206:5:4 240:2:4 250:2:3 252:1:3 262:3:3 614:0:2 1165:2:5 1211:0:2	3 1 7	ACZ	STY	1	1.S.C 1.T.C 1.Y.V	2.0 1.5 0.8	stu	1	232
1225	Qiang	PART	PART	grammar	ȵiɑu	ȵ i ɑ u	2	ʐi-kui-ȵiɑu,	exist-NAR-PART	χa-lɑ-hɑ thɑ ʐi-kui-ȵiɑu,	needle-DEF:one-pl there exist-NAR-PART	224:2:2 233:1:2	4 7 7 7	AXYZ	NIAY	1	1.N.C 1.I.V 1.A.V 1.Y.V	2.0 1.5 1.3 0.8	ȵiɑu	1	233
1226	Qiang	PART	PART	grammar	stũ	s t u �	19	dɑ-qə-kəi-stũ.	DIR-go-NAR-PART	ȵi:-ŋuəȵi ɦɑ steke steke ɦe-zei ɦe-zei ɦe-zei-ke: tse:-steke dɑ-qə-kəi-stũ.	3sgREFL-TOP INT behind behind DIR-cry DIR-cry DIR-cry-INDEF:CL this:CL-behind DIR-go-NAR-PART	294:8:3 301:7:2 306:4:3 314:1:3 317:2:4 321:0:3 323:1:3 326:1:4 331:0:4 334:2:3 335:1:3 337:2:3 345:0:2 349:0:2 355:0:2 356:4:3 360:3:2 474:1:2 839:6:3	3 1 7 0	ACYN	STY0	1	1.S.C 1.T.C 1.Y.V 1.0.c	2.0 1.5 1.3 0.8	stu�	0	232
1227	Qiang	PART	PART	grammar	hɑ	h ɑ	7	do-ɣʐu-kəi-hɑ,	DIR-lose-NAR-PART	tɕiuʂə ʐmətʂi-le:-ŋuəȵi ɦɑ-thɑ nai-e-fən-ʁɑ-tɕ-ʐmətʂi-ke: dzin-le: do-ɣʐu-kəi-hɑ,	†(that.is) emperor-DEF:CL-TOP INT-there other-one-place-LOC-GEN-emperor-INDEF:CL monk’s.robe113-DEF:CL DIR-lose-NAR-PART	556:5:3 615:8:2 625:9:3 682:7:3 737:4:2 760:6:3 978:2:3	3 7	AX	HA	1	1.H.C 1.A.V	2.0 1.5	hɑ	1	235
1228	Qiang	PART	PART	grammar	stun	s t u n	5	hɑ-qə-stun,	DIR-go-PART	ɦɑ-tse:-ŋuəȵi ȵim hɑ-qə-stun,	INT-this:CL-TOP notice(n.) DIR-go-PART	669:2:2 672:0:3 767:1:4 1204:2:3 1223:0:2	3 1 7 4	ACYN	STYN	1	1.S.C 1.T.C 1.Y.V 1.N.c	2.0 1.5 1.3 0.8	stun	0	232
1175	Qiang	PRS	PRS	grammar	ɑ:	ɑː	3	ɦo-lu-ɑ:-ji.	DIR-come-PRS-CSM	mutsitʂu ȵɑ tugantʂu mutsitʂu ȵɑ tugantʂu zəpəq-tɑ ɦo-lu-ɑ:-ji.	Mutsitʂu COM Tugantʂu Mutsitʂu COM Tugantʂu earth-LOC DIR-come-PRS-CSM	25:7:2 329:3:1 521:2:1	7	X	A	1	1.A.V	1.5	ɑː	1	236
1176	Qiang	PRS	become:PRS	grammar	pɑ:	p ɑː	1	ɦɑ-xtʂə-pɑ:-jə-tu	DIR-get.dark-become:PRS-REP-LNK	kɑpətʂ tou gəs-tɑ ɦɑ-xtʂə-pɑ:-jə-tu qu-kəpə-kəi-ʂ,	orphan DEF:one:CL night-LOC DIR-get.dark-become:PRS-REP-LNK ɦe-afraid-HABIT-NAR-LNK	63:3:2	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	pɑː	1	237
1177	Qiang	PRS	come:PRS	grammar	lɑ:	l ɑː	3	lɑ:,”	come:PRS	ʂkup-te:-wu maha qɑ dzə lɑ:,”	orangutan-DEF:CL-AGT night 1sg eat come:PRS	74:4:0 147:4:1 169:3:1	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	lɑː	1	238
1178	Qiang	PRS	1sg:PRS	grammar	ɑ:	ɑː	6	zu-lu-ɑ:-wɑ,”	DIR-come-1sg:PRS-EMPH	maha-ȵi-ŋuəȵi qɑ ʔũ-gul zu-lu-ɑ:-wɑ,”	night-ADV-TOP 1sg 2sg-companion DIR-come-1sg:PRS-EMPH	80:3:2 95:4:2 97:1:2 115:3:2 155:3:2 175:2:2	7	X	A	1	1.A.V	1.5	ɑː	1	236
1179	Qiang	PRS	eat:PRS	grammar	dzɑ:	d z ɑː	4	dzɑ:,”	eat:PRS	ʂkup-te: qɑ dzɑ:,”	orangutan-DEF:CL 1sg eat:PRS	90:2:0 109:2:0 127:2:0 1053:1:0	1 3 7	ACX	TSA	1	1.T.C 1.S.C 1.A.V	2.0 1.5 1.5	dzɑː	1	240
1180	Qiang	PRS	get.dark:PRS	grammar	xtʂəpɑ:	x ʈʂ ə p ɑː	1	ɦɑ-xtʂəpɑ:	DIR-get.dark:PRS	ɦɑ-xtʂəpɑ: ququ,	DIR-get.dark:PRS afraid	167:0:1	3 2 7 1 7	ACYBZ	GCEPA	1	1.G.C 1.C.C 1.E.V 1.P.C 1.A.V	2.0 1.5 1.3 1.75 0.8	xʈʂəpɑː	1	241
1181	Qiang	PRS	beat.to.death:PRS	grammar	qəta:	q ə t aː/ɑː	1	qəta:-wa,”	beat.to.death:PRS-EMPH	tɕile pəmaha tse: qəta:-wa,”	2pl tonight this:CL beat.to.death:PRS-EMPH	202:3:0	1 7 1 7	AXBZ	KETA	1	1.K.C 1.E.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	qətaː/ɑː	1	242
1182	Qiang	PRS	cross:PRS	grammar	χɬɑ:	χ ɬ ɑː	1	dɑ-χɬɑ:	DIR-cross:PRS	ɦɑ-thɑ dɑ-χɬɑ: jəsai-wɑ,	INT-there DIR-cross:PRS fast-EMPH	542:1:1	3 5 7	ACX	GLA	1	1.G.C 1.L.C 1.A.V	2.0 1.5 1.5	χɬɑː	1	238
1183	Qiang	PRS	go:PRS	grammar	kɑ:	k ɑː	3	kɑ:,”	go:PRS	kɑ:,”	go:PRS	893:0:0 944:2:0 946:2:0	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	kɑː	1	244
1184	Qiang	PRS	go:PRS:1sg	grammar	kɑ:	k ɑː	3	kɑ:,”	go:PRS:1sg	ɦɑ-thɑ “ep-te: meʴʐ kɑ:,”	INT-there father-DEF:CL seek go:PRS:1sg	934:3:0 936:2:0 949:3:0	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	kɑː	1	244
1185	Qiang	PRS	CAUS:PRS:1pl	grammar	ʐɑ:?	ʐ ɑː	1	ŋuə-ʐɑ:?”	COP-CAUS:PRS:1pl	ɦɑlɑ likhemu-ŋuəȵi “ȵi:tsəi ŋuə-ʐɑ:?”	INT Likhemu-TOP WH.kind COP-CAUS:PRS:1pl	969:3:1	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐɑː	1	240
1186	Qiang	PRS	PRS:1pl	grammar	ɑ:ʴ	ɑːʴ/ɑː	2	ŋuə-k-ɑ:ʴ-tɕi?	COP-INF-PRS:1pl-Q	ep-te: kənti e: ŋuə-k-ɑ:ʴ-tɕi?	father-DEF:CL jointly one:CL COP-INF-PRS:1pl-Q	973:3:2 994:4:2	7	X	A	1	1.A.V	1.5	ɑːʴ/ɑː	1	236
1187	Qiang	PRS	go:PRS	grammar	ka:	k aː/ɑː	1	ka:-i-wɑ?”	go:PRS-2pl-Q	“ʔile tɕɑ: ka:-i-wɑ?”	2pl where:LOC go:PRS-2pl-Q	1082:2:0	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	kaː/ɑː	1	244
1188	Qiang	PRS	buy:PRS	grammar	pɑ:	p ɑː	1	pɑ:-ji-ŋuɑ?”	buy:PRS-2pl-Q	gantsə pɑ:-ji-ŋuɑ?”	saddle buy:PRS-2pl-Q	1087:1:0	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	pɑː	1	237
1189	Qiang	PRS	INF:PRS	grammar	kɑ:	k ɑː	2	pe-kɑ:-ji,”	become-INF:PRS-CSM	qɑ ɦɑlə ə-χte lɑ-hɑn tʂi pe-kɑ:-ji,”	1sg there DIR-exhort DEF:one-kind male/son become-INF:PRS-CSM	1115:5:1 1121:3:1	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	kɑː	1	244
1190	Qiang	PRS	exist:PRS	grammar	ʐa:	ʐ aː/ɑː	1	ʐa:,	exist:PRS	tɕile tu-jů-ȵi ʐa:,	1pl DIR-stand-ADV exist:PRS	1181:2:0	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐaː/ɑː	1	240
1191	Qiang	PRS	do:PRS	grammar	pɑ:	p ɑː	1	tɕhɑnpi-pɑ:-j-jə-ʂ	†shoot-do:PRS-2pl-say-LNK	ʔile-wu tɕile tɕhɑnpi-pɑ:-j-jə-ʂ qətia:-i ji,	2pl-AGT 1pl †shoot-do:PRS-2pl-say-LNK kill:PRS-2pl say	1182:2:1	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	pɑː	1	237
1192	Qiang	PRS	kill:PRS	grammar	qətia:	q ə t i aː/ɑː	1	qətia:-i	kill:PRS-2pl	ʔile-wu tɕile tɕhɑnpi-pɑ:-j-jə-ʂ qətia:-i ji,	2pl-AGT 1pl †shoot-do:PRS-2pl-say-LNK kill:PRS-2pl say	1182:3:0	1 7 1 7 7	AXBYZ	KETIA	1	1.K.C 1.E.V 1.T.C 1.I.V 1.A.V	2.0 1.5 1.75 1.3 0.8	qətiaː/ɑː	1	242
1193	Qiang	PRS	INF:PRS	grammar	ka:	k aː/ɑː	1	die-ʂe-jə-ka:-ji,	DIR-die-REP-INF:PRS-CSM	ʔile ep-te: lə tsoqpi ȵɑ quəquɑ-s-tɑ-ŋuəȵi die-ʂe-jə-ka:-ji,	1pl father-DEF:CL also this:family COM fight-NOM-LOC-TOP DIR-die-REP-INF:PRS-CSM	1251:6:3	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	kaː/ɑː	1	244
1253	Qiang	Q	Q	grammar	wɑ105	w ɑ	1	ȵi:-pe-wɑ,105	WH-become-Q	ȵi:-pe-wɑ,105 ȵi:-pe-wɑ,”	WH-become-Q WH-become-Q	70:0:2	6 7	AX	WA	1	1.W.C 1.A.V	2.0 1.5	wɑ	1	245
1254	Qiang	Q	Q	grammar	wɑ	w ɑ	1	ȵi:-pe-wɑ,”	WH-become-Q	ȵi:-pe-wɑ,105 ȵi:-pe-wɑ,”	WH-become-Q WH-become-Q	70:1:2	6 7	AX	WA	1	1.W.C 1.A.V	2.0 1.5	wɑ	1	245
1255	Qiang	Q	Q	grammar	wɑ?	w ɑ	4	ȵiɣi-pe-wɑ?	what-become-Q	qusɑp-te:-wu “a ʔũ ȵiɣi-pe-wɑ?	scissors-DEF:CL-AGT EXCL 2sg what-become-Q	86:3:2 422:4:2 950:3:1 1082:2:2	6 7	AX	WA	1	1.W.C 1.A.V	2.0 1.5	wɑ	1	245
1256	Qiang	Q	Q	grammar	ɑ?	ɑ	11	kə-zei-n-ɑ?”	thus-cry-2sg-Q	ȵi-χuɑ-ȵi kə-zei-n-ɑ?”	WH-because-ADV thus-cry-2sg-Q	87:1:3 102:3:3 122:2:3 141:2:3 143:1:3 162:2:3 340:2:2 419:3:3 944:2:2 946:2:2 988:2:3	7	X	A	1	1.A.V	1.5	ɑ	1	248
1257	Qiang	Q	Q	grammar	ŋuɑ	ŋ u ɑ	1	ɦe-si-ŋuɑ	DIR-allow-Q	kɑ-zə dɑ-tɕ ɦe-si-ŋuɑ ɦe-me-si?”	INDEF:one-CL DIR-find DIR-allow-Q DIR-NEG-allow	492:2:2	4 7 7	AXZ	NYA	1	1.N.C 1.Y.V 1.A.V	2.0 1.5 0.8	ŋuɑ	1	249
1258	Qiang	Q	Q	grammar	ŋuəi?	ŋ u ə i	1	ŋuə-ŋuəi?”	COP-Q	ȵi: ŋuə-ŋuəi?”	what COP-Q	633:1:1	4 7 7 7	AXYZ	NYEI	1	1.N.C 1.Y.V 1.E.V 1.I.V	2.0 1.5 1.3 0.8	ŋuəi	0	249
1259	Qiang	Q	Q	grammar	ŋuɑ?	ŋ u ɑ	3	ŋuə-ŋuɑ?”	COP-Q	ʔũ ȵiɣi ŋuə-s ŋuə-ŋuɑ?”	2sg what COP-NOM COP-Q	829:3:1 1087:1:2 1206:6:1	4 7 7	AXZ	NYA	1	1.N.C 1.Y.V 1.A.V	2.0 1.5 0.8	ŋuɑ	1	249
1260	Qiang	Q	Q	grammar	tɕi?	tɕ i	2	ŋuə-k-ɑ:ʴ-tɕi?	COP-INF-PRS:1pl-Q	ep-te: kənti e: ŋuə-k-ɑ:ʴ-tɕi?	father-DEF:CL jointly one:CL COP-INF-PRS:1pl-Q	973:3:3 994:4:3	2 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	tɕi	1	252
762	Qiang	Qianmen	Qianmen	lexicon	tɕhiɑnmeʴ	tɕʰ i ɑ n m ʴ/e	7	tɕhiɑnmeʴ	Qianmen	ɦɑ-tsə χuɑn tɕhiɑnmeʴ ɦɑ-tse:-ŋuəȵi,	INT-this Huang Qianmen INT-this:CL-TOP	765:2:0 772:0:1 778:1:1 781:1:1 782:0:1 784:3:1 785:0:1	2 7 7 4 4 7	AXYMBZ	CIANME	1	1.C.C 1.I.V 1.A.V 1.N.c 1.M.C 1.E.V	2.0 1.5 1.3 1.1 1.75 0.8	tɕʰiɑnmʴ/e	0	253
1274	Qiang	REDUP	exist:REDUP:all	grammar	ʂəʂə:ʴwu	ʂ ə ʂ əʴ/əː w u	1	ʂəʂə:ʴwu	exist:REDUP:all	jɑnkhui ʂəʂə:ʴwu i-pə-l-kui-tɕu.	stone.mortar exist:REDUP:all DIR-arrive-come-NAR-PART	188:1:0	3 7 3 7 6 7	AXBYBZ	SESEWY	1	1.S.C 1.E.V 1.S.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ʂəʂəʴ/əːwu	1	254
1275	Qiang	REDUP	exist:REDUP:all	grammar	ʂəʂe:ʴwu	ʂ ə ʂ ʴ/eː w u	1	ʂəʂe:ʴwu	exist:REDUP:all	tu the-maha-ŋuəȵi tɕiu ʂəʂe:ʴwu ȵiɑntɕi gɑnphai-tu-pů-kəi-stu,	RESULT that-night-TOP †(then) exist:REDUP:all together arrange-DIR-do-NAR-PART	206:3:0	3 7 3 7 6 7	AXBYBZ	SESEWY	1	1.S.C 1.E.V 1.S.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ʂəʂʴ/eːwu	1	254
1231	Qiang	REP	REP	grammar	jə	j ə	31	ɦɑ-xtʂə-pɑ:-jə-tu	DIR-get.dark-become:PRS-REP-LNK	kɑpətʂ tou gəs-tɑ ɦɑ-xtʂə-pɑ:-jə-tu qu-kəpə-kəi-ʂ,	orphan DEF:one:CL night-LOC DIR-get.dark-become:PRS-REP-LNK ɦe-afraid-HABIT-NAR-LNK	63:3:3 99:4:2 99:7:2 100:4:3 117:2:2 118:1:2 135:2:2 158:3:2 220:2:2 227:0:2 228:3:2 240:2:2 250:2:1 316:1:2 317:2:2 321:0:1 326:1:2 586:1:1 602:1:1 660:2:1 913:2:1 917:3:2 918:1:2 921:3:2 923:2:3 980:2:2 981:0:2 983:4:2 984:2:2 996:7:1 1251:6:2	6 7	AX	JE	1	1.J.C 1.E.V	2.0 1.5	jə	1	255
1232	Qiang	REP	REP	grammar	ja	j a/ɑ	1	ɦɑ-xtʂəp-ja,	DIR-get.dark-REP	pəs lə ɦɑ-xtʂəp-ja,	today also DIR-get.dark-REP	168:2:2	6 7	AX	JA	1	1.J.C 1.A.V	2.0 1.5	ja/ɑ	1	255
1233	Qiang	REP	REP:1sg	grammar	ja	j a/ɑ	1	dɑ-ʁə-ja,	DIR-go-REP:1sg	ɦɑ-thu-ŋuəȵi “qhuɑ: dɑ-ʁə-ja,	DIR-there-TOP river.valley DIR-go-REP:1sg	488:2:2	6 7	AX	JA	1	1.J.C 1.A.V	2.0 1.5	ja/ɑ	1	255
1229	Qiang	RESULT	RESULT	grammar	tu	t u	142	tu	RESULT	tu ɦɑlɑ ʂkup-le:-ŋuəȵi ɦɑ-tsu kɑpətʂ tou dzə kɑntɕhi-kui-tɕu,	RESULT INT orangutan-DEF:CL-TOP INT-here orphan DEF:one:CL eat think/want-NAR-PART	60:0:0 66:0:0 78:0:0 82:0:0 124:0:0 126:0:0 172:0:1 204:0:0 206:0:0 226:0:0 232:1:0 315:0:0 324:0:1 330:0:0 346:0:0 350:0:1 357:0:0 372:1:1 373:0:1 380:0:1 388:0:1 390:0:1 393:0:1 397:0:1 406:0:1 409:0:1 410:0:1 426:0:1 435:0:1 444:0:1 446:0:1 450:0:1 455:0:1 461:0:1 463:1:1 475:0:1 494:0:1 499:0:1 500:0:1 502:0:1 510:0:1 524:0:1 526:0:1 529:0:1 545:0:1 552:0:1 555:0:1 563:0:1 567:0:1 595:0:1 596:0:1 598:0:1 600:0:1 606:0:0 610:0:1 615:0:1 626:0:1 648:0:1 662:0:0 674:0:1 674:4:1 683:0:1 690:0:0 695:0:1 696:0:1 697:0:1 700:0:1 708:0:1 718:2:1 718:5:1 721:0:1 730:0:0 735:0:0 740:0:1 750:0:1 751:1:0 761:0:1 762:0:1 764:0:1 770:0:1 771:0:1 773:0:1 784:0:1 791:0:1 793:0:1 796:0:1 806:0:1 808:0:1 814:0:1 827:0:1 830:0:1 838:0:1 841:0:1 844:0:1 867:0:1 876:0:1 877:0:1 878:0:1 898:0:1 902:6:1 905:0:1 908:0:1 910:0:1 931:0:1 932:0:1 939:0:1 982:0:1 998:0:1 1004:0:1 1011:0:1 1021:0:1 1031:0:1 1046:0:1 1052:0:0 1064:0:1 1064:3:1 1080:0:1 1093:0:1 1095:2:0 1097:0:1 1099:0:1 1100:0:1 1102:0:1 1107:0:1 1111:0:1 1112:0:1 1117:0:1 1128:0:1 1129:0:1 1134:0:1 1157:0:1 1158:0:1 1158:2:1 1166:0:1 1173:0:1 1186:0:1 1189:0:1 1190:0:1 1196:0:1 1198:0:1 1244:0:1 1272:0:1	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	tu	1	256
1230	Qiang	RESULT	RESULT	grammar	tə	t ə	3	ɦɑ-tə	INT-RESULT	ɦɑ-tə sawu-le: tɕiu a!	INT-RESULT older.sister-DEF:CL †(then) EXCL	381:0:1 516:0:1 520:0:1	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	tə	1	256
654	Qiang	RESULT,	RESULT,	lexicon	tu	t u	1	ɦɑ-tu,	INT-RESULT,	ɦɑ-tu,	INT-RESULT,	507:0:1	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	tu	1	257
1122	Qiang	TOP	TOP	grammar	ŋuəȵi	ŋ u ə ȵ i	287	jə-tʂ-ŋuəȵi,	two-CL-TOP	mə ȵɑ ɣlu jə-tʂ-ŋuəȵi,	older.brother COM younger.sister two-CL-TOP	4:3:2 26:1:1 30:0:2 36:1:1 39:1:2 40:2:1 43:0:1 51:2:4 53:0:4 60:2:2 78:1:2 80:0:2 104:0:1 126:2:2 127:0:2 132:0:1 146:0:1 154:0:1 155:0:1 166:0:1 169:0:2 172:0:2 175:0:1 178:1:3 179:1:1 191:1:1 193:0:1 194:0:1 205:1:1 206:1:2 207:0:2 211:0:2 212:0:2 213:0:2 214:0:2 215:1:1 216:0:2 217:0:2 218:1:2 230:2:3 268:1:2 270:0:1 275:0:2 280:1:3 294:0:1 301:1:2 306:1:2 306:2:2 325:0:1 347:1:2 356:1:2 356:2:4 360:1:4 361:1:2 362:0:2 366:0:4 367:1:1 370:0:1 372:2:5 375:2:3 375:4:1 376:4:1 376:7:3 380:1:3 380:3:1 389:0:2 394:2:2 401:0:2 402:1:2 406:1:2 408:0:2 409:1:2 410:1:1 412:0:1 412:2:1 413:0:1 413:1:1 425:0:3 426:1:1 429:1:3 445:1:1 445:2:1 446:1:1 458:1:1 460:0:1 463:0:1 466:2:1 468:0:2 468:2:3 469:0:4 475:2:2 476:2:2 482:0:2 488:0:2 489:0:2 491:2:2 503:1:2 513:0:1 520:0:2 521:0:1 524:2:2 524:7:2 528:2:2 528:7:3 530:0:1 536:1:3 543:0:1 546:0:1 549:0:1 551:1:2 556:1:2 564:0:2 567:2:2 568:0:2 573:4:1 574:0:1 575:0:2 581:0:3 590:1:3 592:1:2 594:0:3 609:0:1 610:2:3 622:4:1 624:0:1 624:2:0 629:0:2 631:0:2 637:0:2 646:0:1 650:0:1 654:0:3 656:1:2 656:2:3 663:6:1 665:1:2 665:3:1 669:0:2 674:6:1 682:3:2 685:1:1 691:7:1 705:0:2 705:1:1 705:2:2 706:2:1 707:0:2 718:3:1 724:0:2 729:1:2 729:3:2 730:2:2 745:0:1 751:0:2 753:0:3 760:0:2 760:3:2 762:0:2 765:3:2 768:0:2 773:1:1 774:2:3 774:3:2 775:0:3 776:0:3 779:3:2 780:2:3 782:4:2 784:2:2 785:0:2 786:1:2 798:1:2 800:0:1 809:0:2 811:0:1 812:0:1 812:3:1 815:0:2 818:0:2 839:0:2 842:0:1 843:2:1 844:2:1 847:0:1 850:0:1 851:0:1 851:4:3 852:6:1 856:0:3 858:0:1 860:0:2 865:0:2 866:0:2 869:1:3 871:0:2 878:0:2 879:2:1 881:0:1 886:1:1 887:0:1 888:0:1 892:0:1 894:1:3 897:0:1 898:0:2 904:0:0 904:1:3 905:1:1 907:0:1 911:3:3 915:1:0 919:0:1 920:0:3 933:0:3 937:1:0 939:1:1 941:1:2 942:0:1 959:0:1 969:1:1 971:0:1 972:5:1 975:0:1 977:0:2 982:2:1 983:0:1 996:0:1 996:2:4 999:2:3 999:4:3 1004:0:2 1005:0:1 1009:0:1 1010:1:2 1012:0:1 1028:0:1 1065:0:2 1068:0:1 1069:1:1 1073:3:1 1076:2:1 1078:1:1 1097:3:1 1099:3:1 1103:2:1 1109:2:1 1109:6:3 1112:1:2 1117:3:1 1124:1:2 1125:0:1 1129:1:2 1130:0:1 1138:0:1 1149:0:4 1151:1:1 1151:5:2 1158:1:1 1159:0:1 1160:0:1 1161:0:3 1165:0:3 1173:1:2 1173:6:3 1173:8:3 1174:0:2 1175:0:1 1177:0:2 1178:0:1 1180:1:1 1183:0:2 1184:1:2 1188:0:2 1190:4:0 1194:0:2 1198:0:2 1204:0:2 1206:0:1 1210:0:2 1237:2:1 1246:4:1 1246:9:1 1251:5:3 1257:0:2 1270:2:1 1275:4:2 1276:4:2	4 7 7 4 7	AXYBZ	NYENI	1	1.N.C 1.Y.V 1.E.V 1.N.C 1.I.V	2.0 1.5 1.3 1.75 0.8	ŋuəȵi	0	258
862	Qiang	TOP)	†(TOP)	lexicon	jə	j ə	1	thɑnkhemu-jə	Thɑnkhemu-†(TOP)	thɑnkhemu-jə ba-kəi-ʂə,	Thɑnkhemu-†(TOP) big-NAR-LNK	966:0:1	6 7	AX	JE	1	1.J.C 1.E.V	2.0 1.5	jə	1	259
844	Qiang	Thɑnkhemu	Thɑnkhemu	lexicon	thɑnkhemu	tʰ ɑ n kʰ e m u	26	thɑnkhemu	Thɑnkhemu	ɦɑ-tu “ʐmə-ŋuəȵi thɑnkhemu ə-ʂpə-n-pɑ,”	INT-RESULT name-TOP Thɑnkhemu DIR-call-2sg-DTV	905:2:0 907:0:0 931:1:0 942:0:0 943:0:0 953:0:0 959:0:0 966:0:0 971:0:0 1005:0:0 1019:0:0 1028:0:0 1066:1:0 1073:1:0 1080:1:0 1097:1:0 1101:1:0 1109:0:0 1117:1:0 1130:0:0 1150:3:0 1225:4:0 1234:0:0 1246:5:0 1267:0:0 1276:0:0	1 7 4 1 7 4 7	AXMBYBZ	TANKEMY	1	1.T.C 1.A.V 1.N.c 1.K.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	tʰɑnkʰemu	0	260
132	Qiang	Tugantʂu	Tugantʂu	lexicon	tugantʂu	t u g a/ɑ n ʈʂ u	3	tugantʂu	Tugantʂu	mutsitʂu ȵɑ tugantʂu mutsitʂu ȵɑ tugantʂu zəpəq-tɑ ɦo-lu-ɑ:-ji.	Mutsitʂu COM Tugantʂu Mutsitʂu COM Tugantʂu earth-LOC DIR-come-PRS-CSM	25:2:0 25:5:0 40:2:0	1 7 1 7 4 2 7	AXBYMBZ	TYKANCY	1	1.T.C 1.Y.V 1.K.C 1.A.V 1.N.c 1.C.C 1.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tuga/ɑnʈʂu	0	261
1283	Qiang	VIS	VIS	grammar	wu	w u	2	we-wu-ʂə,	exist-VIS-LNK	kaijuɑn-ʁɑ ʂpə we-wu-ʂə,	†street.edge-LOC bamboo exist-VIS-LNK	726:2:1 727:3:1	6 7	AX	WY	1	1.W.C 1.Y.V	2.0 1.5	wu	1	262
